Zachary Fisher : [(36, 76), (37, 2), (38, 262), (39, 145), (40, 77), (41, 843), (42, 6)]
Christina Singh : [(41, 39)]
Dana Hawkins : [(38, 2), (39, 1), (41, 101), (42, 6)]
Kevin Reeves : [(38, 7), (40, 12), (41, 5)]
Melinda Wilson : [(37, 6), (38, 6), (41, 12), (42, 4)]
Jorge Patterson : [(37, 1), (38, 13), (41, 11), (42, 1)]
Daniel Smith : [(38, 8), (39, 21), (40, 72), (41, 22), (42, 1)]
Emily Salazar : [(37, 10), (38, 74)]
Julia Kennedy : [(37, 6), (38, 31), (39, 3), (40, 14), (41, 2), (42, 5)]
Megan Cannon : [(38, 15), (40, 14)]
David Benson : [(40, 3)]
John Shah : [(37, 1), (38, 6), (40, 13), (41, 16), (42, 3)]
Christine Miller : [(38, 2), (39, 2), (40, 19), (41, 10)]
Stephen Ramirez : [(36, 5), (37, 4), (38, 13), (39, 13), (40, 24)]
Shawn Bray : [(38, 5)]
Crystal Burns : [(38, 19)]
Ricky Williams MD : [(38, 12), (40, 5), (41, 25)]
Joyce Barnes : [(38, 9), (40, 2), (41, 11)]
Barbara Meyers : [(37, 9), (38, 31), (39, 7), (40, 6), (41, 5)]
Crystal Romero : [(38, 2), (41, 5)]
Alison Davis : [(38, 7), (39, 20), (40, 20), (42, 11)]
Kelsey Mcmahon : [(37, 13), (38, 9), (39, 2), (41, 23), (42, 1)]
Richard Simpson : [(36, 1), (37, 5), (38, 4), (39, 3), (41, 6), (42, 2)]
Sandra Collins : [(37, 4), (38, 4), (40, 12), (41, 1), (42, 2)]
Patrick Clark : [(37, 3)]
Javier Clark : [(38, 3), (39, 2), (40, 5), (41, 1)]
George Garcia : [(38, 7), (39, 6), (40, 4), (41, 4), (42, 1)]
Bryan Coleman : [(37, 6), (38, 14), (39, 16), (40, 46), (41, 10)]
Kevin Smith : [(37, 6), (38, 10), (40, 2), (41, 5)]
Ashley Smith : [(36, 11), (37, 23), (38, 114), (39, 49), (40, 69), (41, 20), (42, 18)]
Natalie Blankenship : [(37, 7), (38, 30), (39, 18), (41, 6), (42, 23)]
Michael Frost : [(37, 5), (38, 2), (39, 2), (40, 2), (41, 1)]
Melissa Simpson : [(37, 4), (38, 8), (39, 3), (42, 5)]
Adam Gonzalez : [(38, 11), (39, 11), (40, 13), (41, 16), (42, 2)]
Rachael Daniels : [(38, 2), (40, 13), (41, 7)]
Anna Reyes : [(37, 3), (38, 3)]
Kevin Gardner : [(36, 3), (38, 15), (39, 5), (40, 33), (41, 2)]
Roger West : [(37, 8), (38, 9), (41, 5), (42, 1)]
Robert Yoder : [(37, 10), (38, 15), (40, 13)]
Stephanie Johnson : [(37, 12), (38, 21), (39, 12), (40, 17), (41, 8), (42, 12)]
Chloe Andrews : [(37, 12), (38, 26), (39, 17), (40, 6), (41, 5), (42, 1)]
Nathan Ward : [(38, 11), (41, 2)]
Frances Miller : [(37, 2), (38, 11), (40, 9), (41, 4)]
Christina Mcclure : [(37, 6), (38, 36), (39, 6), (40, 12), (41, 12)]
Daniel Powell : [(38, 4), (39, 4), (40, 14), (41, 5)]
Jordan Logan : [(38, 8)]
Charles Garza : [(37, 8), (38, 8)]
Deborah Lewis : [(38, 3), (40, 3), (41, 1)]
Donald Zamora : [(37, 9), (38, 6), (39, 4), (40, 8), (41, 1), (42, 1)]
George Cook : [(37, 2), (38, 5), (39, 4), (40, 11), (41, 2), (42, 3)]
Todd Brown : [(38, 15), (39, 1), (40, 10)]
Deborah Fischer : [(39, 2), (40, 6), (41, 1)]
Stephanie Thomas : [(39, 1)]
Joshua Peterson : [(37, 2), (38, 5), (39, 3), (41, 3)]
Joshua Phillips : [(38, 6), (39, 3), (40, 14)]
Jessica Thomas : [(40, 3), (41, 7)]
Lori Oconnell : [(37, 9), (38, 6), (39, 2), (40, 39)]
Curtis Keith : [(41, 10)]
Regina King : [(38, 10), (39, 15), (40, 46), (41, 2), (42, 2)]
Jessica Sanchez : [(40, 7), (41, 1)]
Linda Olson : [(37, 9), (38, 7), (39, 4), (40, 11), (41, 3)]
Timothy Smith : [(38, 1), (39, 3), (40, 15), (42, 3)]
Jeff Henderson : [(38, 17), (40, 13)]
Chad Gray : [(38, 8), (39, 12), (40, 22), (41, 15)]
Daniel Daniel : [(38, 1), (40, 8)]
Adrienne Reynolds : [(36, 9), (37, 3), (38, 4), (39, 2), (40, 2), (41, 4)]
Alicia Cox : [(39, 23), (40, 16), (41, 5)]
