Zachary Fisher : [(36, 76), (37, 2), (38, 262), (39, 145), (40, 77), (41, 843), (42, 6)]
Christina Singh : [(41, 39)]
Dana Hawkins : [(38, 2), (39, 1), (41, 101), (42, 6)]
Alexander Gonzalez : [(38, 2), (40, 8), (41, 1)]
Justin Aguirre : [(37, 57), (38, 44), (40, 1), (41, 44), (42, 18)]
Kathleen Peterson : [(36, 2), (38, 13), (39, 6), (40, 5), (41, 12)]
Dr. Louis Lewis : [(36, 5), (37, 1), (38, 8), (39, 2), (41, 1)]
Angela Cardenas : [(37, 9), (38, 18), (39, 3), (40, 14), (41, 4)]
Tiffany Morales : [(41, 8), (42, 19)]
Devin Smith : [(39, 2), (41, 25)]
Jeremiah Phelps : [(40, 4)]
Elizabeth Miller : [(37, 10), (38, 39), (39, 1)]
Jose Morton : [(37, 2), (38, 14), (39, 7), (40, 8), (41, 17), (42, 2)]
Jared Rice : [(38, 40), (41, 3)]
Angela Dean : [(37, 6), (38, 10), (40, 12), (41, 2)]
Donna Juarez : [(36, 4), (38, 23), (39, 14), (40, 37), (41, 13)]
Allison Hall : [(37, 1), (38, 10), (39, 1), (40, 4), (41, 3)]
Jonathan Jones : [(38, 4), (39, 14), (40, 1), (41, 5)]
Kimberly Kaufman : [(37, 3)]
Kenneth Wang : [(36, 2), (38, 5), (40, 4), (41, 9)]
Todd Garza : [(38, 2), (39, 7), (40, 22), (41, 1)]
Mrs. Isabel Nguyen : [(38, 8), (40, 4), (41, 2)]
Mr. Cory Dunn MD : [(37, 9), (38, 16), (41, 9), (42, 2)]
Austin Rogers : [(38, 10), (39, 6), (41, 15)]
Brandi Ross : [(38, 20), (39, 1), (40, 9), (41, 3)]
Erin Barrera : [(37, 6), (38, 13), (39, 1), (40, 4), (41, 5)]
Jason Perry : [(38, 10), (40, 1), (41, 25)]
Jennifer Smith : [(37, 7), (38, 12), (40, 7)]
Thomas Phillips : [(37, 4), (38, 7), (40, 2), (42, 2)]
Nathaniel Castro : [(37, 6), (38, 13), (40, 9), (41, 2)]
Karen Montgomery : [(37, 4), (38, 19), (40, 2), (41, 6)]
Maria Peterson : [(36, 1), (37, 5), (38, 14), (39, 3), (40, 1), (41, 11)]
Xavier Rosario : [(37, 1), (41, 7)]
